Year,WZ2008_Code,Economic_Activity,Employee_Size_Class,Enterprises,Local units,Persons employed,Turnover,Turnover per enterprise,Turnover per person employed,Input of goods,Gross capital formation,Disposal of tangible fixed assets,Gross yield ratio,Expenditure
2005,WZ08-4791,Retail sale via mail order houses or via Internet,6 to 19 persons employed,210.0,264.0,2074.0,522.0,2490.0,252.0,362.0,2.0,0.0,30.8,494.0
2005,WZ08-4791,Retail sale via mail order houses or via Internet,20 or more persons employed,172.0,992.0,63197.0,16664.0,96776.0,264.0,9175.0,172.0,236.0,44.9,17152.0
2005,WZ08-4799,"Other retail sale not in stores, stalls or markets",1 to 2 persons employed,5726.0,5741.0,7832.0,851.0,149.0,109.0,608.0,7.0,1.0,28.6,733.0
2005,WZ08-4799,"Other retail sale not in stores, stalls or markets",3 to 5 persons employed,2642.0,2840.0,8868.0,1758.0,665.0,198.0,1412.0,8.0,2.0,19.6,1649.0
2005,WZ08-4799,"Other retail sale not in stores, stalls or markets",6 to 19 persons employed,877.0,1053.0,8179.0,3322.0,3789.0,406.0,2777.0,22.0,3.0,16.4,3103.0
2005,WZ08-4799,"Other retail sale not in stores, stalls or markets",20 or more persons employed,233.0,532.0,13635.0,3804.0,16304.0,279.0,2818.0,47.0,6.0,25.9,3485.0
2005,WZ08-45-01,Motor trade and retail trade,1 to 2 persons employed,121871.0,124951.0,182839.0,20765.0,170.0,114.0,14136.0,260.0,55.0,31.9,17471.0
2005,WZ08-45-01,Motor trade and retail trade,3 to 5 persons employed,105821.0,113096.0,383023.0,35498.0,335.0,93.0,23812.0,444.0,108.0,32.9,32474.0
2005,WZ08-45-01,Motor trade and retail trade,6 to 19 persons employed,74362.0,90628.0,718307.0,97475.0,1311.0,136.0,65742.0,1220.0,339.0,32.6,87187.0
2005,WZ08-45-01,Motor trade and retail trade,20 or more persons employed,16709.0,101839.0,1892594.0,365801.0,21892.0,193.0,257730.0,5002.0,1296.0,29.5,351411.0
2005,WZ08-47-02,"Retail trade,exc. motor veh. trade a. sale of fuel",1 to 2 persons employed,97158.0,99988.0,147222.0,12960.0,133.0,88.0,8401.0,117.0,21.0,35.2,10885.0
2005,WZ08-47-02,"Retail trade,exc. motor veh. trade a. sale of fuel",3 to 5 persons employed,82929.0,89614.0,299504.0,24244.0,292.0,81.0,16168.0,232.0,37.0,33.3,22475.0
2005,WZ08-47-02,"Retail trade,exc. motor veh. trade a. sale of fuel",6 to 19 persons employed,54449.0,68883.0,519266.0,60958.0,1120.0,117.0,40722.0,499.0,86.0,33.2,54976.0
2005,WZ08-47-02,"Retail trade,exc. motor veh. trade a. sale of fuel",20 or more persons employed,10761.0,87005.0,1552692.0,248416.0,23084.0,160.0,171327.0,3554.0,634.0,31.0,244422.0
2005,WZ08-471-01,Retail trade in-store,1 to 2 persons employed,85547.0,88136.0,130634.0,11815.0,138.0,90.0,7713.0,103.0,18.0,34.7,9929.0
2005,WZ08-471-01,Retail trade in-store,3 to 5 persons employed,78771.0,85135.0,285691.0,22637.0,287.0,79.0,14922.0,226.0,36.0,34.1,20929.0
2005,WZ08-471-01,Retail trade in-store,6 to 19 persons employed,55607.0,69966.0,535214.0,61671.0,1109.0,115.0,40925.0,487.0,87.0,33.6,55361.0
2005,WZ08-471-01,Retail trade in-store,20 or more persons employed,10793.0,86052.0,1489234.0,231197.0,21422.0,155.0,161608.0,3366.0,394.0,30.1,226421.0
2005,WZ08-471-02,Retail trade in the traditional sense,1 to 2 persons employed,99340.0,102213.0,150231.0,12881.0,130.0,86.0,8276.0,121.0,22.0,35.8,10797.0
2005,WZ08-471-02,Retail trade in the traditional sense,3 to 5 persons employed,81267.0,87905.0,290896.0,20858.0,257.0,72.0,13411.0,217.0,38.0,35.7,19382.0
2005,WZ08-471-02,Retail trade in the traditional sense,6 to 19 persons employed,41018.0,54971.0,386895.0,36196.0,882.0,94.0,22376.0,353.0,77.0,38.2,32916.0
2005,WZ08-471-02,Retail trade in the traditional sense,20 or more persons employed,10149.0,87647.0,1553568.0,246757.0,24314.0,159.0,169649.0,3525.0,636.0,31.2,243239.0
2005,WZ08-471-03,Retail trade in its more narrow definition,1 to 2 persons employed,96141.0,98958.0,145495.0,12298.0,128.0,85.0,7872.0,113.0,20.0,36.0,10299.0
2005,WZ08-471-03,Retail trade in its more narrow definition,3 to 5 persons employed,79117.0,85733.0,283451.0,20178.0,255.0,71.0,12933.0,209.0,35.0,35.9,18716.0
2005,WZ08-471-03,Retail trade in its more narrow definition,6 to 19 persons employed,39661.0,53398.0,373726.0,34578.0,872.0,93.0,21425.0,326.0,73.0,38.0,31441.0
2005,WZ08-471-03,Retail trade in its more narrow definition,20 or more persons employed,9976.0,85873.0,1530086.0,242676.0,24325.0,159.0,166997.0,3486.0,629.0,31.2,239275.0
2005,WZ08-471-04,"Retail trade, except retail sale of fuels",1 to 2 persons employed,96697.0,99527.0,146499.0,12541.0,130.0,86.0,8048.0,114.0,20.0,35.8,10513.0
2005,WZ08-471-04,"Retail trade, except retail sale of fuels",3 to 5 persons employed,82322.0,88997.0,297356.0,22985.0,279.0,77.0,15088.0,227.0,37.0,34.4,21313.0
2005,WZ08-471-04,"Retail trade, except retail sale of fuels",6 to 19 persons employed,54108.0,68476.0,516022.0,58403.0,1079.0,113.0,38411.0,488.0,84.0,34.2,52519.0
2005,WZ08-471-04,"Retail trade, except retail sale of fuels",20 or more persons employed,10699.0,86848.0,1550227.0,246380.0,23028.0,159.0,169669.0,3537.0,632.0,31.1,242599.0
2005,WZ08-4711-01,"Retail sale of food, except retail sale via stalls",1 to 2 persons employed,18866.0,19482.0,29482.0,2840.0,151.0,96.0,2056.0,27.0,3.0,27.6,2501.0
2005,WZ08-4711-01,"Retail sale of food, except retail sale via stalls",3 to 5 persons employed,15172.0,16454.0,54610.0,4217.0,278.0,77.0,2930.0,36.0,8.0,30.5,3862.0
2005,WZ08-4711-01,"Retail sale of food, except retail sale via stalls",6 to 19 persons employed,10005.0,12861.0,98563.0,8620.0,862.0,87.0,5974.0,72.0,17.0,30.7,7843.0
2005,WZ08-4711-01,"Retail sale of food, except retail sale via stalls",20 or more persons employed,3921.0,30670.0,679590.0,121293.0,30934.0,178.0,93525.0,1742.0,133.0,22.9,121480.0
2005,WZ08-4711-02,Retail sale of food,1 to 2 persons employed,21269.0,21957.0,33354.0,3069.0,144.0,92.0,2199.0,35.0,3.0,28.4,2689.0
2005,WZ08-4711-02,Retail sale of food,3 to 5 persons employed,16008.0,17337.0,57620.0,4392.0,274.0,76.0,3035.0,38.0,8.0,30.9,4012.0
2005,WZ08-4711-02,Retail sale of food,6 to 19 persons employed,10331.0,13255.0,101382.0,8777.0,850.0,87.0,6070.0,80.0,18.0,30.8,7985.0
2005,WZ08-4711-02,Retail sale of food,20 or more persons employed,3954.0,30789.0,680625.0,121349.0,30690.0,178.0,93557.0,1743.0,133.0,22.9,121534.0
2005,WZ08-4719-01,Retail sale of non-food (incl. markets of food),1 to 2 persons employed,78292.0,80506.0,117740.0,10119.0,129.0,86.0,6345.0,90.0,18.0,37.3,8384.0
2005,WZ08-4719-01,Retail sale of non-food (incl. markets of food),3 to 5 persons employed,67757.0,73160.0,244894.0,20026.0,296.0,82.0,13239.0,196.0,29.0,33.9,18613.0
2005,WZ08-4719-01,Retail sale of non-food (incl. markets of food),6 to 19 persons employed,44444.0,56021.0,420703.0,52338.0,1178.0,124.0,34747.0,426.0,69.0,33.6,47134.0
2005,WZ08-4719-01,Retail sale of non-food (incl. markets of food),20 or more persons employed,6840.0,56335.0,873102.0,127123.0,18585.0,146.0,77802.0,1812.0,501.0,38.8,122942.0
2005,WZ08-4719-02,Retail sale of non-food,1 to 2 persons employed,76616.0,78758.0,115019.0,10388.0,136.0,90.0,6592.0,85.0,17.0,36.5,8619.0
2005,WZ08-4719-02,Retail sale of non-food,3 to 5 persons employed,67798.0,73168.0,245156.0,20563.0,303.0,84.0,13637.0,201.0,29.0,33.7,19061.0
2005,WZ08-4719-02,Retail sale of non-food,6 to 19 persons employed,46881.0,58699.0,448488.0,56998.0,1216.0,127.0,38149.0,439.0,73.0,33.1,51208.0
2005,WZ08-4719-02,Retail sale of non-food,20 or more persons employed,7280.0,57056.0,887547.0,130515.0,17927.0,147.0,80143.0,1844.0,503.0,38.6,125698.0
2005,WZ08-474-01,"Retail sale of furniture, HiFi and IT",1 to 2 persons employed,19049.0,19309.0,28102.0,2712.0,142.0,96.0,1729.0,24.0,4.0,36.2,2219.0
2005,WZ08-474-01,"Retail sale of furniture, HiFi and IT",3 to 5 persons employed,16002.0,17008.0,57631.0,5008.0,313.0,87.0,3279.0,69.0,11.0,34.5,4757.0
2005,WZ08-474-01,"Retail sale of furniture, HiFi and IT",6 to 19 persons employed,7613.0,9734.0,70735.0,8259.0,1085.0,117.0,5067.0,82.0,19.0,38.7,7508.0
2005,WZ08-474-01,"Retail sale of furniture, HiFi and IT",20 or more persons employed,1902.0,6837.0,209214.0,38857.0,20426.0,186.0,25237.0,455.0,75.0,35.1,37113.0
2005,WZ08-4741-01,Retail sale of books and stationery,1 to 2 persons employed,29358.0,29823.0,45005.0,3637.0,124.0,81.0,2216.0,35.0,6.0,39.1,2941.0
2005,WZ08-4741-01,Retail sale of books and stationery,3 to 5 persons employed,29129.0,31486.0,105099.0,7175.0,246.0,68.0,4407.0,81.0,12.0,38.6,6588.0
2005,WZ08-4741-01,Retail sale of books and stationery,6 to 19 persons employed,12544.0,17522.0,113609.0,10071.0,803.0,89.0,6018.0,93.0,28.0,40.2,9206.0
2005,WZ08-4741-01,Retail sale of books and stationery,20 or more persons employed,1598.0,8408.0,108545.0,13868.0,8681.0,128.0,8488.0,262.0,15.0,38.8,13174.0
2005,WZ08-4743-01,"Retail sale of furnishings, household equip. etc.",1 to 2 persons employed,15222.0,15422.0,22235.0,2187.0,144.0,98.0,1415.0,22.0,4.0,35.3,1827.0
2005,WZ08-4743-01,"Retail sale of furnishings, household equip. etc.",3 to 5 persons employed,12459.0,13270.0,44813.0,3972.0,319.0,89.0,2636.0,53.0,9.0,33.6,3822.0
2005,WZ08-4743-01,"Retail sale of furnishings, household equip. etc.",6 to 19 persons employed,5809.0,7376.0,54190.0,6475.0,1115.0,119.0,3990.0,66.0,16.0,38.4,5867.0
2005,WZ08-4743-01,"Retail sale of furnishings, household equip. etc.",20 or more persons employed,1684.0,5970.0,194231.0,35736.0,21220.0,184.0,23093.0,428.0,74.0,35.4,34113.0
2005,WZ08-4751-01,"Retail sale of textiles, clothing and footwear",1 to 2 persons employed,12121.0,12639.0,19254.0,1374.0,113.0,71.0,849.0,8.0,3.0,38.2,1179.0
2005,WZ08-4751-01,"Retail sale of textiles, clothing and footwear",3 to 5 persons employed,11893.0,13183.0,42880.0,2392.0,201.0,56.0,1428.0,20.0,3.0,40.3,2189.0
2005,WZ08-4751-01,"Retail sale of textiles, clothing and footwear",6 to 19 persons employed,6150.0,8536.0,55613.0,4152.0,675.0,75.0,2344.0,46.0,5.0,43.6,3835.0
2005,WZ08-4751-01,"Retail sale of textiles, clothing and footwear",20 or more persons employed,1471.0,19160.0,230027.0,24036.0,16342.0,104.0,12523.0,511.0,133.0,47.9,22545.0
2005,WZ08-4751-02,"Retail sale of textiles,clothing,footwear,leather",1 to 2 persons employed,12618.0,13156.0,20042.0,1429.0,113.0,71.0,873.0,9.0,4.0,38.9,1226.0
2005,WZ08-4751-02,"Retail sale of textiles,clothing,footwear,leather",3 to 5 persons employed,12412.0,13722.0,44617.0,2491.0,201.0,56.0,1485.0,20.0,4.0,40.4,2277.0
2005,WZ08-4751-02,"Retail sale of textiles,clothing,footwear,leather",6 to 19 persons employed,6434.0,8957.0,58294.0,4332.0,673.0,74.0,2433.0,46.0,5.0,43.8,4015.0
2005,WZ08-4751-02,"Retail sale of textiles,clothing,footwear,leather",20 or more persons employed,1513.0,19380.0,232218.0,24386.0,16117.0,105.0,12694.0,527.0,133.0,47.9,22849.0
2005,WZ08-4752-01,"Retail sale of furniture,furnishings,hh.equip.etc.",1 to 2 persons employed,12506.0,12648.0,18499.0,1832.0,146.0,99.0,1201.0,15.0,3.0,34.4,1534.0
2005,WZ08-4752-01,"Retail sale of furniture,furnishings,hh.equip.etc.",3 to 5 persons employed,11606.0,12405.0,41946.0,3517.0,303.0,84.0,2316.0,34.0,9.0,34.1,3400.0
2005,WZ08-4752-01,"Retail sale of furniture,furnishings,hh.equip.etc.",6 to 19 persons employed,5739.0,6956.0,53262.0,5925.0,1032.0,111.0,3574.0,69.0,15.0,39.7,5376.0
2005,WZ08-4752-01,"Retail sale of furniture,furnishings,hh.equip.etc.",20 or more persons employed,1506.0,5430.0,181644.0,30893.0,20507.0,170.0,19276.0,380.0,71.0,37.6,29349.0
2005,WZ08-4773-01,"Dispensing chemist,retail sale of medic. goods etc",1 to 2 persons employed,2492.0,2511.0,3829.0,474.0,190.0,124.0,318.0,2.0,1.0,32.9,407.0
2005,WZ08-4773-01,"Dispensing chemist,retail sale of medic. goods etc",3 to 5 persons employed,5033.0,5283.0,20470.0,3217.0,639.0,157.0,2389.0,23.0,1.0,25.7,2967.0
2005,WZ08-4773-01,"Dispensing chemist,retail sale of medic. goods etc",6 to 19 persons employed,15917.0,17389.0,156640.0,25075.0,1575.0,160.0,17637.0,179.0,14.0,29.7,22205.0
2005,WZ08-4773-01,"Dispensing chemist,retail sale of medic. goods etc",20 or more persons employed,1129.0,17364.0,126914.0,15989.0,14156.0,126.0,10754.0,160.0,12.0,32.7,15892.0
2005,WZ08-45-03,"Sale, maintenance and repair of motor vehicles",1 to 2 persons employed,159265.0,162939.0,234921.0,60414.0,379.0,257.0,50118.0,396.0,94.0,17.0,55425.0
2005,WZ08-45-03,"Sale, maintenance and repair of motor vehicles",3 to 5 persons employed,125869.0,135010.0,458092.0,61362.0,488.0,134.0,44571.0,581.0,138.0,27.4,56935.0
2005,WZ08-45-03,"Sale, maintenance and repair of motor vehicles",6 to 19 persons employed,94643.0,116562.0,925296.0,192003.0,2029.0,208.0,142182.0,1785.0,472.0,25.9,177499.0
2005,WZ08-45-03,"Sale, maintenance and repair of motor vehicles",20 or more persons employed,27270.0,145114.0,2763933.0,895773.0,32848.0,324.0,688622.0,8397.0,1983.0,23.1,863414.0
2006,WZ08-45,"Wholesale, retail trade, repair of motor vehicles",1 to 2 persons employed,28493.0,32007.0,41234.0,8673.0,304.0,210.0,6407.0,118.0,49.0,26.1,7405.0
2006,WZ08-45,"Wholesale, retail trade, repair of motor vehicles",3 to 5 persons employed,25186.0,26333.0,89971.0,12730.0,505.0,141.0,8442.0,161.0,37.0,33.7,11022.0
2006,WZ08-45,"Wholesale, retail trade, repair of motor vehicles",6 to 19 persons employed,19355.0,21787.0,190888.0,36214.0,1871.0,190.0,25405.0,713.0,280.0,29.8,32279.0
2006,WZ08-45,"Wholesale, retail trade, repair of motor vehicles",20 or more persons employed,5861.0,14488.0,348356.0,128366.0,21901.0,368.0,97678.0,1809.0,759.0,23.9,118208.0
2006,WZ08-451,Sale of motor vehicles,1 to 2 persons employed,10709.0,14094.0,14659.0,6017.0,562.0,410.0,4993.0,70.0,38.0,17.0,5403.0
2006,WZ08-451,Sale of motor vehicles,3 to 5 persons employed,7734.0,8195.0,26933.0,7582.0,980.0,282.0,5824.0,76.0,19.0,23.2,6752.0
2006,WZ08-451,Sale of motor vehicles,6 to 19 persons employed,7163.0,7907.0,75097.0,23748.0,3315.0,316.0,18318.0,328.0,192.0,22.9,21357.0
2006,WZ08-451,Sale of motor vehicles,20 or more persons employed,4131.0,9032.0,238796.0,103754.0,25116.0,434.0,81465.0,1422.0,706.0,21.5,95539.0
2006,WZ08-4511,Sale of cars and light motor vehicles,1 to 2 persons employed,,,,,,,,,,,
2006,WZ08-4511,Sale of cars and light motor vehicles,3 to 5 persons employed,7731.0,8192.0,26917.0,7576.0,980.0,281.0,5820.0,76.0,19.0,23.2,6746.0
2006,WZ08-4511,Sale of cars and light motor vehicles,6 to 19 persons employed,7155.0,7899.0,75037.0,23745.0,3319.0,316.0,18317.0,328.0,191.0,22.9,21354.0
2006,WZ08-4511,Sale of cars and light motor vehicles,20 or more persons employed,,,,,,,,,,,
2006,WZ08-4519,Sale of other motor vehicles,1 to 2 persons employed,,,,,,,,,,,
2006,WZ08-4519,Sale of other motor vehicles,3 to 5 persons employed,3.0,3.0,16.0,6.0,1953.0,391.0,5.0,0.0,0.0,26.0,6.0
2006,WZ08-4519,Sale of other motor vehicles,6 to 19 persons employed,8.0,8.0,60.0,3.0,378.0,53.0,1.0,0.0,0.0,59.7,3.0
2006,WZ08-4519,Sale of other motor vehicles,20 or more persons employed,,,,,,,,,,,
2006,WZ08-452,Maintenance and repair of motor vehicles,1 to 2 persons employed,10862.0,10953.0,16607.0,1352.0,124.0,81.0,504.0,28.0,4.0,62.7,887.0
2006,WZ08-452,Maintenance and repair of motor vehicles,3 to 5 persons employed,12618.0,13173.0,46302.0,3162.0,251.0,68.0,1332.0,59.0,13.0,57.9,2505.0
2006,WZ08-452,Maintenance and repair of motor vehicles,6 to 19 persons employed,9363.0,10569.0,87394.0,7951.0,849.0,91.0,3990.0,318.0,79.0,49.8,6714.0
2006,WZ08-452,Maintenance and repair of motor vehicles,20 or more persons employed,1105.0,2257.0,44885.0,6606.0,5980.0,147.0,3263.0,134.0,33.0,50.6,5524.0
2006,WZ08-453,Sale of motor vehicle parts and accessories,1 to 2 persons employed,5268.0,5302.0,7544.0,1047.0,199.0,139.0,745.0,15.0,4.0,28.9,906.0
2006,WZ08-453,Sale of motor vehicle parts and accessories,3 to 5 persons employed,3408.0,3513.0,11875.0,1334.0,391.0,112.0,828.0,17.0,1.0,37.9,1183.0
2006,WZ08-453,Sale of motor vehicle parts and accessories,6 to 19 persons employed,2167.0,2531.0,21875.0,3353.0,1548.0,153.0,2305.0,60.0,6.0,31.3,3153.0
2006,WZ08-453,Sale of motor vehicle parts and accessories,20 or more persons employed,546.0,3114.0,61734.0,17219.0,31548.0,279.0,12298.0,251.0,20.0,28.6,16357.0
2006,WZ08-4531,"Wholesale trade of motor vehicle parts, accessor.",1 to 2 persons employed,1182.0,1183.0,1605.0,416.0,352.0,259.0,320.0,8.0,3.0,23.2,369.0
2006,WZ08-4531,"Wholesale trade of motor vehicle parts, accessor.",3 to 5 persons employed,623.0,623.0,2254.0,336.0,539.0,149.0,225.0,3.0,1.0,33.0,314.0
2006,WZ08-4531,"Wholesale trade of motor vehicle parts, accessor.",6 to 19 persons employed,622.0,772.0,7022.0,1475.0,2374.0,210.0,1042.0,13.0,2.0,29.4,1374.0
2006,WZ08-4531,"Wholesale trade of motor vehicle parts, accessor.",20 or more persons employed,393.0,1440.0,36449.0,12266.0,31175.0,337.0,9011.0,136.0,13.0,26.5,11642.0
2006,WZ08-4532,"Retail trade of motor vehicle parts, accessories",1 to 2 persons employed,4085.0,4118.0,5939.0,631.0,154.0,106.0,425.0,7.0,1.0,32.6,537.0
2006,WZ08-4532,"Retail trade of motor vehicle parts, accessories",3 to 5 persons employed,2785.0,2890.0,9621.0,998.0,358.0,104.0,603.0,13.0,1.0,39.6,869.0
2006,WZ08-4532,"Retail trade of motor vehicle parts, accessories",6 to 19 persons employed,1545.0,1759.0,14853.0,1878.0,1216.0,126.0,1263.0,47.0,5.0,32.8,1779.0
2006,WZ08-4532,"Retail trade of motor vehicle parts, accessories",20 or more persons employed,152.0,1674.0,25286.0,4953.0,32510.0,196.0,3287.0,114.0,7.0,33.6,4714.0
2006,WZ08-454,"Sale, maintenance,repair of motorcycles, rel.parts",1 to 2 persons employed,1654.0,1658.0,2424.0,256.0,155.0,106.0,164.0,6.0,2.0,35.8,209.0
2006,WZ08-454,"Sale, maintenance,repair of motorcycles, rel.parts",3 to 5 persons employed,1425.0,1452.0,4861.0,652.0,457.0,134.0,458.0,10.0,4.0,29.7,582.0
2006,WZ08-454,"Sale, maintenance,repair of motorcycles, rel.parts",6 to 19 persons employed,662.0,779.0,6521.0,1161.0,1754.0,178.0,792.0,7.0,3.0,31.8,1055.0
2006,WZ08-454,"Sale, maintenance,repair of motorcycles, rel.parts",20 or more persons employed,80.0,87.0,2940.0,787.0,9878.0,268.0,653.0,3.0,0.0,17.0,788.0
2006,WZ08-45-02,"Sale and repair of motor vehicles, sale of fuel",1 to 2 persons employed,29264.0,32804.0,42431.0,9193.0,314.0,217.0,6849.0,123.0,49.0,25.5,7878.0
2006,WZ08-45-02,"Sale and repair of motor vehicles, sale of fuel",3 to 5 persons employed,26407.0,27587.0,94768.0,13720.0,520.0,145.0,9231.0,164.0,37.0,32.7,11937.0
2006,WZ08-45-02,"Sale and repair of motor vehicles, sale of fuel",6 to 19 persons employed,22499.0,28584.0,226021.0,41821.0,1859.0,185.0,29441.0,734.0,283.0,29.6,37115.0
2006,WZ08-45-02,"Sale and repair of motor vehicles, sale of fuel",20 or more persons employed,6525.0,15599.0,368939.0,132149.0,20251.0,358.0,100790.0,1837.0,760.0,23.7,121854.0
2006,WZ08-451-01,"Sale of motor vehicles, parts and accessories",1 to 2 persons employed,17631.0,21054.0,24627.0,7321.0,415.0,297.0,5902.0,91.0,44.0,19.4,6518.0
2006,WZ08-451-01,"Sale of motor vehicles, parts and accessories",3 to 5 persons employed,12567.0,13160.0,43669.0,9567.0,761.0,219.0,7110.0,102.0,24.0,25.7,8517.0
2006,WZ08-451-01,"Sale of motor vehicles, parts and accessories",6 to 19 persons employed,9992.0,11218.0,103494.0,28263.0,2829.0,273.0,21415.0,395.0,201.0,24.2,25566.0
2006,WZ08-451-01,"Sale of motor vehicles, parts and accessories",20 or more persons employed,4757.0,12232.0,303471.0,121760.0,25599.0,401.0,94416.0,1675.0,726.0,22.5,112683.0
2006,WZ08-4511-01,"Sale of cars,light motor vehicles, parts,accessor.",1 to 2 persons employed,14791.0,18209.0,20595.0,6647.0,449.0,323.0,5417.0,77.0,39.0,18.5,5939.0
2006,WZ08-4511-01,"Sale of cars,light motor vehicles, parts,accessor.",3 to 5 persons employed,10516.0,11082.0,36538.0,8573.0,815.0,235.0,6423.0,89.0,20.0,25.1,7615.0
2006,WZ08-4511-01,"Sale of cars,light motor vehicles, parts,accessor.",6 to 19 persons employed,8700.0,9658.0,89890.0,25623.0,2945.0,285.0,19580.0,375.0,196.0,23.6,23133.0
2006,WZ08-4511-01,"Sale of cars,light motor vehicles, parts,accessor.",20 or more persons employed,4282.0,10703.0,264060.0,108701.0,25383.0,412.0,84747.0,1536.0,713.0,22.0,100247.0
2006,WZ08-46,"Wholesale trade, except motor vehicles,motorcycles",1 to 2 persons employed,41915.0,42417.0,59190.0,48350.0,1154.0,817.0,43365.0,185.0,51.0,10.3,45703.0
2006,WZ08-46,"Wholesale trade, except motor vehicles,motorcycles",3 to 5 persons employed,20333.0,22069.0,76511.0,29042.0,1428.0,380.0,23355.0,152.0,49.0,19.6,27403.0
2006,WZ08-46,"Wholesale trade, except motor vehicles,motorcycles",6 to 19 persons employed,22459.0,27622.0,229698.0,114642.0,5104.0,499.0,92850.0,720.0,144.0,19.0,109130.0
2006,WZ08-46,"Wholesale trade, except motor vehicles,motorcycles",20 or more persons employed,11367.0,34979.0,918443.0,583741.0,51356.0,636.0,480306.0,3819.0,928.0,17.7,568954.0
2006,WZ08-461,Wholesale on a fee or contract basis,1 to 2 persons employed,18650.0,18929.0,24221.0,1684.0,90.0,70.0,80.0,53.0,14.0,95.2,643.0
2006,WZ08-461,Wholesale on a fee or contract basis,3 to 5 persons employed,2995.0,3180.0,10306.0,692.0,231.0,67.0,30.0,17.0,7.0,95.7,476.0
2006,WZ08-461,Wholesale on a fee or contract basis,6 to 19 persons employed,983.0,1182.0,8299.0,1023.0,1040.0,123.0,181.0,20.0,4.0,82.3,730.0
2006,WZ08-461,Wholesale on a fee or contract basis,20 or more persons employed,168.0,207.0,11383.0,1882.0,11231.0,165.0,444.0,26.0,14.0,76.4,1689.0
2006,WZ08-462,"Wholesale of agric. raw materials, live animals",1 to 2 persons employed,2582.0,2583.0,3974.0,2070.0,802.0,521.0,1799.0,10.0,3.0,13.1,1913.0
2006,WZ08-462,"Wholesale of agric. raw materials, live animals",3 to 5 persons employed,1494.0,1563.0,5686.0,2912.0,1950.0,512.0,2533.0,19.0,3.0,13.0,2756.0
2006,WZ08-462,"Wholesale of agric. raw materials, live animals",6 to 19 persons employed,1108.0,1248.0,11205.0,8863.0,7997.0,791.0,7871.0,51.0,6.0,11.2,8583.0
2006,WZ08-462,"Wholesale of agric. raw materials, live animals",20 or more persons employed,459.0,2381.0,32489.0,25777.0,56112.0,793.0,23228.0,166.0,34.0,9.9,25565.0
2006,WZ08-4621,"Wholesale of grain, unmanuf. tobacco, seeds etc.",1 to 2 persons employed,751.0,751.0,1308.0,743.0,989.0,568.0,611.0,5.0,2.0,17.8,659.0
2006,WZ08-4621,"Wholesale of grain, unmanuf. tobacco, seeds etc.",3 to 5 persons employed,326.0,349.0,1160.0,647.0,1984.0,558.0,549.0,4.0,1.0,15.2,597.0
2006,WZ08-4621,"Wholesale of grain, unmanuf. tobacco, seeds etc.",6 to 19 persons employed,402.0,429.0,4473.0,2822.0,7025.0,631.0,2395.0,13.0,3.0,15.1,2740.0
2006,WZ08-4621,"Wholesale of grain, unmanuf. tobacco, seeds etc.",20 or more persons employed,276.0,1928.0,22542.0,20304.0,73469.0,901.0,18525.0,128.0,32.0,8.8,20233.0
2006,WZ08-4622,Wholesale of flowers and plants,1 to 2 persons employed,340.0,340.0,560.0,73.0,213.0,130.0,57.0,1.0,0.0,21.1,69.0
2006,WZ08-4622,Wholesale of flowers and plants,3 to 5 persons employed,494.0,538.0,1956.0,630.0,1276.0,322.0,521.0,10.0,1.0,17.3,594.0
2006,WZ08-4622,Wholesale of flowers and plants,6 to 19 persons employed,318.0,345.0,2971.0,706.0,2221.0,238.0,516.0,9.0,1.0,26.9,654.0
2006,WZ08-4622,Wholesale of flowers and plants,20 or more persons employed,85.0,286.0,5418.0,1939.0,22862.0,358.0,1500.0,19.0,2.0,22.6,1845.0
2006,WZ08-4623,Wholesale of live animals,1 to 2 persons employed,1358.0,1359.0,1918.0,1242.0,915.0,648.0,1123.0,4.0,1.0,9.6,1174.0
2006,WZ08-4623,Wholesale of live animals,3 to 5 persons employed,574.0,577.0,2078.0,1501.0,2614.0,722.0,1372.0,5.0,1.0,8.6,1432.0
2006,WZ08-4623,Wholesale of live animals,6 to 19 persons employed,327.0,412.0,3267.0,5113.0,15636.0,1565.0,4802.0,28.0,2.0,6.1,5001.0
2006,WZ08-4623,Wholesale of live animals,20 or more persons employed,89.0,141.0,3919.0,3249.0,36514.0,829.0,2969.0,17.0,1.0,8.6,3207.0
2006,WZ08-4624,"Wholesale of hides, skins and leather",1 to 2 persons employed,132.0,132.0,188.0,13.0,97.0,68.0,8.0,0.0,1.0,37.4,11.0
2006,WZ08-4624,"Wholesale of hides, skins and leather",3 to 5 persons employed,100.0,100.0,492.0,134.0,1348.0,273.0,91.0,0.0,0.0,32.5,132.0
2006,WZ08-4624,"Wholesale of hides, skins and leather",6 to 19 persons employed,62.0,62.0,493.0,223.0,3607.0,452.0,159.0,1.0,0.0,28.7,188.0
2006,WZ08-4624,"Wholesale of hides, skins and leather",20 or more persons employed,9.0,26.0,610.0,286.0,30919.0,469.0,234.0,2.0,0.0,18.3,280.0
2006,WZ08-463,"Wholesale of food, beverages and tobacco",1 to 2 persons employed,2664.0,2681.0,3807.0,4425.0,1661.0,1162.0,4133.0,21.0,5.0,6.6,4316.0
2006,WZ08-463,"Wholesale of food, beverages and tobacco",3 to 5 persons employed,2506.0,2859.0,9553.0,4838.0,1930.0,506.0,4250.0,14.0,3.0,12.1,4707.0
